Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday
2016-07-12,Sydney,14.8,20.2,0.2,1.2,7.8,NW,54.0,WNW,NW,15.0,33.0,41.0,26.0,1010.3,1007.1,6.0,7.0,16.6,18.7,No
2015-02-03,Brisbane,20.7,,2.2,7.2,5.7,,,S,SE,6.0,13.0,64.0,52.0,1012.3,1009.8,7.0,5.0,26.8,28.8,Yes
2010-12-31,Penrith,17.9,35.9,0.0,,,ENE,31.0,S,ENE,6.0,6.0,84.0,34.0,,,,,23.4,34.1,No
2015-06-10,Ballarat,0.6,9.4,0.2,,,SSE,43.0,S,S,15.0,24.0,99.0,76.0,1035.2,1034.9,5.0,8.0,4.4,8.2,No
2016-12-24,Brisbane,20.0,29.2,0.0,9.4,11.8,E,37.0,E,ENE,7.0,11.0,52.0,53.0,1017.4,1014.8,5.0,3.0,26.7,27.5,No
2010-09-05,Mildura,7.3,16.7,1.6,3.2,,W,46.0,W,WNW,19.0,20.0,78.0,47.0,1017.4,1016.6,1.0,3.0,11.2,16.5,Yes
2013-09-15,Nhil,8.0,18.4,0.0,,,NE,43.0,NE,ENE,11.0,20.0,82.0,73.0,1014.9,1009.1,,,12.2,17.3,No
2016-01-21,Newcastle,22.0,37.2,0.0,,,,,NE,,9.0,,62.0,,,,7.0,,26.9,,No
2012-05-25,PearceRAAF,2.0,22.4,0.0,,8.2,NNE,20.0,WSW,E,6.0,7.0,60.0,27.0,1032.3,1028.3,4.0,4.0,11.8,21.8,No
2014-07-05,Nhil,6.0,13.4,0.6,,,WSW,57.0,W,W,28.0,35.0,89.0,66.0,1017.7,1017.4,,,8.7,12.7,No
2011-01-30,Portland,14.4,34.8,0.0,8.4,13.2,NW,46.0,NNW,W,28.0,30.0,25.0,33.0,1013.1,1012.9,2.0,1.0,27.0,29.7,No
2009-04-25,Sydney,16.3,23.9,0.4,5.4,10.3,,,NW,W,11.0,22.0,52.0,40.0,1004.4,1002.4,1.0,3.0,19.3,22.2,No
2011-12-22,Melbourne,14.2,27.6,0.0,4.6,11.5,SSE,37.0,WNW,SSE,9.0,20.0,67.0,49.0,1017.2,1013.6,,,18.5,25.2,No
2015-10-12,Portland,8.6,14.9,0.0,3.2,3.7,SSE,37.0,SSW,SSE,13.0,19.0,77.0,70.0,1020.9,1022.2,8.0,5.0,12.8,13.8,No
2016-11-17,Newcastle,16.5,24.0,0.0,,,,,,,0.0,,84.0,,,,7.0,,19.0,,No
2010-06-21,Portland,5.0,15.2,0.2,1.0,2.9,W,24.0,N,WSW,7.0,17.0,97.0,77.0,1034.0,1034.1,6.0,7.0,8.1,13.6,No
2012-11-23,Brisbane,22.4,28.1,0.0,7.8,8.6,ENE,26.0,ENE,ENE,7.0,9.0,58.0,60.0,1017.0,1015.3,3.0,7.0,26.0,25.7,No
2015-09-21,Ballarat,7.5,12.6,0.0,,,WSW,44.0,W,WSW,22.0,26.0,83.0,69.0,1016.9,1018.9,8.0,8.0,11.2,9.8,No
2015-11-21,Newcastle,20.5,24.7,0.0,,,,,SE,,28.0,,66.0,,,,7.0,,23.0,,No
2012-02-10,PearceRAAF,21.0,40.3,0.0,,12.6,ENE,54.0,ENE,W,33.0,22.0,32.0,18.0,1012.4,1008.7,1.0,,29.5,39.2,No
2017-02-28,Melbourne,17.3,33.6,0.0,10.2,12.2,NNW,31.0,NNE,SSW,11.0,13.0,57.0,24.0,1021.8,1019.7,0.0,2.0,21.9,32.8,No
2009-08-08,Newcastle,6.8,16.8,0.0,,,,,SW,SE,6.0,19.0,51.0,49.0,,,6.0,2.0,11.6,15.5,No
2013-10-17,Nhil,7.4,15.9,1.4,,,WSW,74.0,W,WSW,28.0,43.0,80.0,58.0,1010.6,1016.4,,,9.1,13.2,Yes
2011-02-07,Brisbane,24.2,30.4,1.6,4.6,1.8,SE,31.0,SW,SE,4.0,13.0,81.0,58.0,1018.2,1014.9,7.0,7.0,24.6,29.2,Yes
2014-11-20,Ballarat,14.2,25.4,0.0,,,W,57.0,NNE,WNW,35.0,24.0,32.0,60.0,1008.4,1007.9,8.0,8.0,20.5,21.6,No
2015-02-26,Penrith,18.9,26.6,1.6,,,NW,31.0,,NNE,0.0,11.0,86.0,59.0,,,,,19.4,25.6,Yes
2012-07-07,Penrith,5.9,16.5,0.0,,,S,15.0,SE,SW,4.0,2.0,77.0,56.0,,,,,11.5,15.7,No
2014-07-31,Mildura,7.3,23.7,0.0,3.2,9.5,WNW,74.0,NNW,NW,24.0,41.0,33.0,14.0,1009.2,1003.0,0.0,0.0,15.3,23.1,No
2009-10-14,Sydney,15.2,22.1,0.0,11.2,8.9,,,NW,WNW,20.0,30.0,36.0,34.0,1000.7,1000.7,1.0,5.0,19.7,17.8,No
2010-07-29,Melbourne,7.5,14.9,4.4,0.8,0.0,N,41.0,NNW,N,13.0,22.0,83.0,66.0,1016.5,1013.2,7.0,7.0,12.0,14.1,Yes
2009-04-25,Penrith,12.3,23.1,0.6,,,WNW,41.0,NNW,W,19.0,20.0,51.0,43.0,,,,,20.2,21.7,No
2014-03-31,Nhil,13.6,33.0,0.0,,,W,50.0,E,NW,11.0,22.0,77.0,24.0,1018.7,1015.7,,,17.2,31.4,No
2014-12-27,Sydney,18.8,21.7,0.0,10.6,0.0,ENE,31.0,ESE,ESE,11.0,15.0,50.0,53.0,1021.0,1020.6,7.0,7.0,20.6,20.7,No
2015-02-07,Nhil,23.3,35.7,0.0,,,W,41.0,NNE,NNW,7.0,19.0,48.0,57.0,1019.3,1017.3,,,24.9,24.3,No
2014-10-28,Sydney,15.9,28.9,0.0,7.8,10.4,W,43.0,W,W,17.0,22.0,36.0,18.0,1012.2,1008.3,2.0,1.0,21.7,28.0,No
2015-09-22,Nhil,3.5,15.9,0.4,,,SSW,50.0,S,SSW,24.0,24.0,76.0,36.0,1029.4,1029.6,,,9.5,14.9,No
2013-10-25,Mildura,3.2,21.5,0.0,7.4,12.1,SSW,37.0,S,WNW,9.0,17.0,53.0,,1028.7,1024.8,0.0,4.0,11.4,20.0,No
2015-05-16,Sydney,13.0,20.8,0.8,2.8,9.3,S,41.0,SW,S,19.0,20.0,87.0,50.0,1035.4,1033.7,3.0,3.0,15.1,19.6,No
2010-01-22,Mildura,21.7,42.9,0.0,12.4,9.2,WSW,52.0,N,NW,22.0,26.0,7.0,1.0,1005.5,1003.0,1.0,7.0,31.4,41.4,No
2009-11-11,Portland,13.4,29.1,0.0,8.0,13.0,SW,24.0,E,SW,6.0,13.0,82.0,43.0,1021.1,1020.4,2.0,3.0,21.1,28.0,No
2014-10-07,Nhil,8.2,18.8,0.6,,,WSW,57.0,WSW,WSW,20.0,30.0,66.0,41.0,1014.6,1016.5,,,11.8,16.9,No
2013-07-24,Ballarat,6.0,11.1,0.0,,,S,39.0,S,S,20.0,17.0,80.0,66.0,1033.0,1030.7,7.0,,7.3,10.7,No
2010-06-19,Ballarat,3.9,12.7,0.8,,,W,43.0,WNW,W,13.0,22.0,99.0,68.0,1019.2,1019.6,6.0,2.0,7.7,11.1,No
2015-08-28,Ballarat,5.0,11.0,0.8,,,S,37.0,S,SW,22.0,13.0,98.0,82.0,1026.6,1025.0,8.0,5.0,7.0,10.1,No
2016-05-03,Melbourne,12.3,20.1,0.0,7.0,6.1,N,65.0,N,NNW,20.0,30.0,51.0,57.0,1002.5,999.8,1.0,7.0,16.6,18.8,No
2009-08-15,Portland,8.3,21.2,0.0,2.8,7.5,N,54.0,N,N,24.0,22.0,60.0,46.0,,,5.0,5.0,12.7,20.8,No
2014-07-08,Ballarat,4.7,11.2,0.0,,,NNE,72.0,NNE,NNE,30.0,44.0,86.0,67.0,1010.9,1005.3,8.0,,7.1,9.9,No
2013-09-03,Brisbane,15.1,23.5,0.0,5.2,8.9,ESE,41.0,SSE,SE,6.0,15.0,66.0,49.0,1031.1,1028.7,6.0,3.0,19.4,22.1,No
2016-07-13,Ballarat,0.3,7.0,4.0,,,WNW,69.0,WSW,SW,28.0,20.0,98.0,95.0,1017.3,1022.6,8.0,8.0,2.1,5.2,Yes
2013-10-02,Nhil,7.0,17.0,1.2,,,W,85.0,NNW,W,43.0,52.0,71.0,53.0,1006.9,1005.7,,,11.6,16.2,Yes
2013-12-10,PearceRAAF,14.6,33.4,0.0,,13.3,ESE,54.0,ESE,SE,19.0,20.0,34.0,19.0,1016.9,1012.4,1.0,7.0,24.4,30.8,No
2011-09-25,PearceRAAF,6.4,20.2,,,9.4,WSW,37.0,WNW,WSW,2.0,24.0,72.0,61.0,1014.8,1013.1,,5.0,15.0,19.5,
2009-12-31,Sydney,20.1,24.8,0.0,8.0,2.0,,,W,ENE,2.0,11.0,92.0,83.0,1020.9,1017.2,8.0,8.0,20.9,23.3,No
2010-06-24,Melbourne,8.6,18.3,0.0,1.4,7.2,NNE,61.0,N,N,28.0,39.0,66.0,54.0,1026.1,1021.2,2.0,7.0,12.9,16.9,No
2016-10-01,Newcastle,12.9,22.0,0.0,,,,,SW,,46.0,,50.0,,,,3.0,,18.5,,No
2009-07-13,Penrith,7.5,18.2,0.0,,,NW,26.0,NW,NE,6.0,6.0,65.0,43.0,,,,,13.3,16.5,No
2016-12-19,Melbourne,8.8,30.2,0.0,7.6,10.8,NNW,54.0,NE,N,13.0,30.0,52.0,26.0,1015.4,1008.9,4.0,6.0,17.2,27.6,No
2016-10-14,Mildura,4.0,23.7,0.0,5.6,10.5,NNE,28.0,NE,NW,9.0,9.0,56.0,23.0,1024.7,1021.4,0.0,0.0,13.7,22.3,No
2016-04-15,Melbourne,,,,5.6,8.4,WNW,46.0,N,W,20.0,22.0,,,,,,,,,
2017-03-05,Nhil,14.5,31.9,0.0,,,S,52.0,S,S,19.0,17.0,88.0,34.0,1014.2,1012.7,,,17.1,30.5,No
2017-05-04,Mildura,2.0,18.1,0.0,3.0,,SE,22.0,SSE,S,11.0,9.0,75.0,33.0,1031.4,1027.7,0.0,0.0,8.0,17.3,No
2014-01-04,PearceRAAF,12.0,30.6,0.0,,13.2,SW,41.0,SE,SW,17.0,28.0,39.0,29.0,1018.1,1014.9,,,22.0,28.1,No
2016-01-25,Brisbane,21.9,30.8,0.0,8.6,6.6,ENE,30.0,E,ENE,6.0,17.0,70.0,61.0,1013.6,1010.4,7.0,7.0,27.1,28.6,No
2016-05-22,Penrith,10.2,24.4,0.0,,,NE,9.0,SSE,SW,2.0,4.0,98.0,51.0,,,,,13.4,23.9,No
2013-08-08,Melbourne,7.0,15.4,15.8,2.2,7.1,N,44.0,WSW,SSE,20.0,11.0,80.0,46.0,1017.7,1016.6,3.0,5.0,8.9,14.3,Yes
2011-08-04,Ballarat,11.1,16.2,0.0,,,NNE,44.0,NNE,N,20.0,20.0,58.0,56.0,1018.5,1018.4,6.0,6.0,12.3,15.0,No
2013-11-24,Portland,10.4,15.2,1.0,1.2,6.9,SSE,35.0,SSE,S,19.0,19.0,73.0,71.0,1015.7,1015.7,8.0,8.0,12.3,14.6,No
2009-02-12,Mildura,10.8,27.3,0.0,10.0,12.6,SSE,48.0,S,SSE,22.0,24.0,60.0,22.0,1019.9,1016.8,1.0,1.0,13.4,24.7,No
2015-12-21,Melbourne,,,,9.8,5.5,S,48.0,SSW,S,24.0,30.0,,,,,,,,,
2010-03-06,Penrith,19.8,30.8,10.6,,,ENE,20.0,N,WNW,7.0,6.0,,56.0,,,,,21.4,30.3,Yes
2014-02-02,Ballarat,16.2,40.1,0.0,,,W,43.0,ESE,N,13.0,11.0,9.0,11.0,1010.9,1008.4,,,31.4,39.2,No
2016-05-06,Penrith,9.6,26.3,0.0,,,NE,17.0,N,NE,4.0,7.0,77.0,33.0,,,,,15.1,25.5,No
2016-11-13,Brisbane,21.7,36.0,19.6,8.8,,N,33.0,NW,NE,2.0,11.0,69.0,58.0,1004.3,999.1,7.0,6.0,28.0,30.8,Yes
2008-07-07,Sydney,9.7,19.8,0.0,2.2,4.3,,,W,N,9.0,11.0,87.0,55.0,1024.4,1019.7,7.0,5.0,11.3,19.3,No
2013-11-02,Sydney,15.9,26.1,0.0,5.6,7.1,,,,,0.0,0.0,71.0,63.0,1018.2,1012.5,7.0,7.0,19.3,23.5,No
2013-01-18,Brisbane,21.4,32.6,0.0,7.6,12.3,NE,31.0,NNW,NNE,7.0,11.0,57.0,52.0,1011.6,1006.8,1.0,1.0,27.9,30.3,No
2017-04-20,Sydney,16.2,24.0,0.2,3.8,9.9,E,30.0,WNW,ENE,9.0,20.0,83.0,48.0,1030.3,1027.5,4.0,2.0,19.0,23.0,No
2017-04-06,Mildura,11.2,28.6,0.0,4.0,8.7,ESE,26.0,NNE,NNE,13.0,13.0,43.0,19.0,1022.6,1019.4,2.0,0.0,19.3,28.0,No
2014-10-26,Portland,11.1,23.9,0.0,4.0,8.7,WNW,54.0,ENE,NE,13.0,17.0,83.0,60.0,1014.2,1009.2,8.0,,13.1,20.2,No
2013-12-06,Brisbane,17.6,29.8,0.8,8.6,12.8,WSW,28.0,SW,E,9.0,15.0,24.0,36.0,1013.7,1012.1,5.0,1.0,23.4,25.6,No
2010-05-06,Portland,9.8,15.9,3.6,0.0,5.6,W,48.0,WSW,WNW,13.0,24.0,70.0,58.0,1020.9,1020.2,6.0,4.0,12.9,15.3,Yes
2011-12-22,Sydney,19.2,22.9,0.0,4.6,2.1,ENE,20.0,SE,ENE,9.0,13.0,76.0,77.0,1018.5,1017.0,,,20.1,19.7,No
2015-03-02,Sydney,18.2,24.6,11.4,10.6,3.3,SSE,48.0,SSW,SE,20.0,15.0,70.0,57.0,1018.7,1017.3,6.0,7.0,20.1,23.7,Yes
2008-06-04,Sydney,15.5,18.3,9.2,2.4,0.0,,,SE,ESE,19.0,26.0,87.0,88.0,1023.1,1020.5,8.0,8.0,17.5,17.2,Yes
2009-11-21,PearceRAAF,9.1,23.5,0.0,,11.6,SW,50.0,SSE,SW,9.0,31.0,54.0,42.0,1020.4,1018.5,,,17.1,22.1,No
2013-12-11,PearceRAAF,18.1,34.9,0.0,,13.0,E,63.0,ENE,S,22.0,17.0,32.0,21.0,1017.0,1013.6,1.0,2.0,25.1,33.4,No
2009-10-27,Sydney,14.7,18.8,1.4,3.8,0.0,,,ESE,E,22.0,13.0,58.0,56.0,1029.5,1027.7,8.0,8.0,17.0,18.4,Yes
2017-01-05,Sydney,19.6,24.3,5.0,6.0,0.5,ENE,30.0,NNE,E,7.0,20.0,89.0,69.0,1019.0,1017.2,8.0,7.0,20.5,22.6,Yes
2016-05-15,Penrith,8.5,25.0,0.0,,,NNW,28.0,SSW,NNE,2.0,7.0,82.0,43.0,,,,,12.3,22.9,No
2013-03-17,Mildura,9.4,23.4,0.0,7.4,9.2,SE,46.0,S,SSE,20.0,22.0,67.0,19.0,1025.2,1022.8,0.0,1.0,11.8,21.5,No
2015-10-08,Melbourne,,,,6.6,10.5,SSE,31.0,W,SSE,11.0,20.0,,,,,,,,,
2016-03-30,Nhil,7.6,19.8,0.0,,,SSW,41.0,SSW,SSW,11.0,26.0,58.0,36.0,1022.5,1020.9,,,13.3,18.6,No
2009-08-18,Portland,8.3,16.9,1.2,2.6,6.2,NW,33.0,N,NNW,11.0,20.0,90.0,61.0,1025.4,1022.4,8.0,5.0,10.6,16.0,Yes
2012-07-02,Brisbane,6.5,19.6,0.0,3.4,10.1,W,26.0,WSW,W,7.0,11.0,48.0,34.0,1019.8,1016.3,0.0,0.0,13.9,19.1,No
2015-06-04,Penrith,2.7,17.4,0.2,,,ENE,20.0,NNW,NE,6.0,9.0,98.0,43.0,,,,,5.4,17.0,No
2014-07-24,Newcastle,,18.2,0.1,,,,,,,,,,,,,,,,,No
2012-06-22,PearceRAAF,1.7,16.1,,,8.6,ENE,24.0,,ENE,0.0,11.0,93.0,51.0,1033.6,1031.1,0.0,3.0,6.2,15.6,
2009-10-17,Mildura,7.5,19.8,0.0,4.8,7.6,S,33.0,S,S,13.0,17.0,79.0,36.0,1027.5,1026.3,7.0,7.0,11.5,17.8,No
2014-10-02,Melbourne,9.4,17.9,0.2,3.4,2.8,SSW,44.0,WSW,WSW,19.0,24.0,68.0,51.0,1024.6,1022.6,,,13.2,17.4,No
2008-12-11,Sydney,17.2,19.9,3.4,4.6,0.0,,,ESE,ESE,15.0,26.0,90.0,58.0,1013.8,1015.0,8.0,8.0,17.5,19.7,Yes
2017-01-26,Portland,12.8,19.0,0.0,,,W,30.0,WSW,WSW,15.0,19.0,72.0,71.0,1020.8,1020.4,8.0,7.0,16.0,17.2,No
2014-11-30,Penrith,16.4,34.5,0.0,,,NNE,48.0,ESE,NNE,4.0,33.0,63.0,33.0,,,,,22.9,30.5,No
2015-07-28,Penrith,1.6,17.1,0.0,,,S,22.0,,S,0.0,13.0,75.0,36.0,,,,,7.3,16.8,No
2013-05-14,Newcastle,12.5,19.4,1.6,,,,,,,0.0,0.0,94.0,64.0,,,8.0,5.0,16.0,19.0,Yes
2009-04-26,Sydney,16.7,20.2,0.0,6.8,9.2,,,WNW,WNW,20.0,28.0,47.0,29.0,1003.1,1003.1,2.0,2.0,17.7,19.5,No
2011-03-28,Penrith,14.4,24.5,2.0,,,SE,22.0,,SSE,0.0,15.0,94.0,65.0,,,,,17.9,22.0,Yes
2009-10-04,Sydney,12.9,17.0,38.2,2.4,0.0,,,E,E,6.0,19.0,88.0,61.0,1021.5,1019.8,8.0,7.0,13.5,16.6,Yes
2015-06-23,Mildura,5.0,19.1,0.0,1.2,8.3,N,30.0,NNE,NNW,17.0,11.0,81.0,41.0,1019.4,1016.6,1.0,2.0,9.2,18.8,No
2015-05-28,Brisbane,13.0,25.1,0.0,1.8,9.9,W,15.0,WSW,,4.0,0.0,84.0,49.0,1025.1,1021.7,1.0,2.0,16.7,24.4,No
2015-06-24,Portland,9.0,12.7,1.8,1.4,3.0,NNW,37.0,WSW,WSW,15.0,20.0,91.0,89.0,1019.8,1022.4,8.0,8.0,11.1,11.0,Yes
2016-07-28,Sydney,8.8,19.4,0.0,4.0,10.1,WSW,48.0,W,WNW,19.0,11.0,57.0,34.0,1024.3,1020.5,1.0,0.0,11.1,19.0,No
2011-03-02,Newcastle,20.2,22.2,1.2,,,,,SE,SE,6.0,2.0,60.0,74.0,,,8.0,8.0,21.0,22.1,Yes
2013-11-23,Portland,10.7,13.2,12.0,1.6,0.8,SSE,44.0,S,S,22.0,22.0,93.0,89.0,1011.8,1012.5,8.0,8.0,11.6,11.7,Yes
2012-02-07,Sydney,19.4,24.0,2.2,5.6,0.6,ESE,39.0,SSW,ESE,13.0,28.0,91.0,63.0,1007.5,1007.2,,,19.6,23.2,Yes
2009-04-25,Portland,10.6,16.5,31.2,0.6,5.1,W,91.0,NNW,W,20.0,33.0,93.0,79.0,997.8,989.9,6.0,4.0,11.7,13.0,Yes
2015-09-01,Portland,1.0,14.8,0.2,2.0,5.1,NE,22.0,NNE,E,7.0,11.0,93.0,72.0,1016.4,1011.9,8.0,7.0,5.7,14.5,No
2008-02-14,Sydney,16.9,24.3,3.0,3.2,8.7,,,SSW,SSE,15.0,19.0,81.0,51.0,1017.2,1016.5,7.0,1.0,18.4,23.3,Yes
2015-11-11,PearceRAAF,12.3,32.7,0.0,,12.6,SW,37.0,S,WSW,7.0,24.0,62.0,31.0,1017.0,1014.5,,0.0,23.2,31.2,No
2017-04-21,Newcastle,14.6,24.8,0.0,,,,,,,0.0,,83.0,,,,7.0,,18.2,,No
2012-11-19,Sydney,12.8,21.1,0.0,8.4,6.9,S,50.0,W,SSW,17.0,26.0,44.0,45.0,1014.2,1015.6,2.0,3.0,18.1,19.9,No
2015-12-20,PearceRAAF,15.4,30.7,0.0,,11.5,ESE,56.0,E,ESE,31.0,20.0,44.0,19.0,1014.6,1009.5,,,20.3,30.5,No
2013-12-31,Ballarat,5.2,25.5,0.0,,,SSW,37.0,SSE,SSW,22.0,15.0,76.0,33.0,1015.8,1014.6,8.0,,12.3,23.7,No
2012-09-12,Brisbane,13.1,25.6,0.0,4.6,10.6,NE,22.0,NNW,ENE,2.0,11.0,62.0,43.0,1024.1,1019.9,1.0,1.0,20.8,24.3,No
2017-01-05,Newcastle,19.6,27.2,1.4,,,,,NE,,9.0,,90.0,,,,8.0,,22.2,,Yes
2009-04-23,Ballarat,9.4,20.1,0.0,,,N,61.0,NNE,N,35.0,41.0,62.0,39.0,1017.2,1012.7,3.0,,14.3,18.9,No
2010-12-09,PearceRAAF,13.8,28.8,0.0,,13.2,ESE,54.0,SE,SE,20.0,20.0,44.0,19.0,1022.1,1018.8,1.0,0.0,19.8,27.2,No
2014-08-04,Nhil,-1.1,12.9,0.0,,,NW,26.0,SSW,WNW,6.0,6.0,88.0,48.0,1034.6,1032.2,,,3.5,12.3,No
2010-09-06,Newcastle,9.8,21.2,0.0,,,,,NW,NW,4.0,7.0,59.0,34.0,,,0.0,6.0,15.4,19.8,No
2011-12-28,Newcastle,17.6,24.0,0.8,,,,,,SE,,22.0,47.0,59.0,,,5.0,5.0,21.5,23.0,No
2012-03-07,Portland,9.4,20.8,0.4,2.6,11.3,E,59.0,ENE,ESE,22.0,26.0,65.0,46.0,1028.8,1027.2,1.0,1.0,16.1,19.8,No
2012-09-29,Ballarat,0.7,9.9,7.4,,,W,76.0,W,WSW,31.0,20.0,88.0,96.0,1008.6,1012.3,8.0,8.0,4.3,4.7,Yes
2009-01-06,Sydney,20.2,28.3,0.0,10.0,11.8,,,SSW,E,11.0,20.0,77.0,64.0,1011.6,1008.0,0.0,0.0,23.1,25.8,No
2013-01-07,PearceRAAF,23.6,37.8,,,3.3,NW,48.0,SE,E,11.0,19.0,83.0,28.0,1012.2,1009.8,2.0,,25.3,36.8,
2010-02-28,Penrith,18.9,30.4,,,,S,57.0,,SE,,13.0,,54.0,,,,,,29.2,
2010-07-21,Mildura,2.8,14.0,2.2,1.0,7.1,S,26.0,S,SSE,9.0,15.0,99.0,56.0,1030.9,1029.8,0.0,6.0,5.6,13.5,Yes
2014-01-04,Mildura,10.6,27.3,0.0,12.0,11.6,SW,39.0,W,W,19.0,19.0,59.0,30.0,1012.4,1010.0,8.0,2.0,16.4,24.4,No
2012-03-17,Sydney,18.6,20.2,41.8,7.4,0.2,SSW,50.0,SSW,S,24.0,22.0,94.0,88.0,1014.0,1015.1,,,18.6,19.4,Yes
2010-08-17,Newcastle,5.8,17.2,0.0,,,,,NW,SE,4.0,4.0,71.0,58.0,,,0.0,3.0,11.8,15.0,No
2012-09-24,Mildura,5.5,18.3,0.0,7.0,10.9,S,31.0,SSW,WSW,17.0,20.0,54.0,26.0,1021.3,1019.4,1.0,0.0,11.8,17.1,No
2010-01-15,Portland,5.6,20.5,0.4,4.6,13.2,SE,35.0,ENE,SE,11.0,20.0,66.0,54.0,1018.5,1015.4,6.0,5.0,15.9,19.1,No
2016-03-04,Ballarat,13.7,35.8,0.0,,,NNW,57.0,NNE,NW,28.0,20.0,50.0,23.0,1017.8,1015.0,1.0,1.0,23.6,34.3,No
2009-11-17,Ballarat,10.8,23.0,0.0,,,SE,50.0,SSE,SSE,24.0,22.0,68.0,41.0,1011.1,1009.0,8.0,,12.4,22.0,No
